Item1,Item2,Result
Egg Bomb,Lovely Chocolate,Standard Chocolate
Egg Bomb,Couple's Cake,Trial Stew
Egg Bomb,Dyllis Breakfast,Dyllis Dynamite
Egg Bomb,Dyllis Lunch,Dyllis Dynamite
Egg Bomb,Dyllis Dinner,Dyllis Dynamite
Egg Bomb,Dyllis Special,Dyllis Dynamite
Egg Bomb,Dyllis Deluxe,Dyllis Dynamite
Dyllis Dynamite,Sleepy Sheep,Mistake
Dyllis Dynamite,Ghost Shroom,Dangerous Delight
Dyllis Dynamite,Poison Shroom,Dangerous Delight
Dyllis Dynamite,Big Egg,Egg Bomb
Dyllis Dynamite,Mild Cocoa Bean,Standard Chocolate
Dyllis Dynamite,Hot Sauce,Fire Burst
Dyllis Dynamite,Lovely Chocolate,Standard Chocolate
Dyllis Dynamite,Couple's Cake,Trial Stew
Odd Dinner,Sleepy Sheep,Mistake
Odd Dinner,Couple's Cake,Trial Stew
Heavy Meal,Sleepy Sheep,Mistake
Heavy Meal,Couple's Cake,Trial Stew
Dangerous Delight,Sleepy Sheep,Mistake
Dangerous Delight,Couple's Cake,Trial Stew
Trial Stew,Sleepy Sheep,Mistake
Mistake,Sleepy Sheep,Mistake
Mistake,Fire Burst,Mistake
Mistake,Ice Storm,Mistake
Mistake,Thunder Rage,Mistake
Mistake,Shooting Star,Mistake
Mistake,POW Block,Mistake
Mistake,Block Block,Mistake
Mistake,Courage Shell,Mistake
Mistake,Mighty Tonic,Mistake
Mistake,Shell Shock,Mistake
Mistake,Sleepy Sheep,Mistake
Mistake,Stop Watch,Mistake
Mistake,Catch Card,Mistake
Mistake,Catch Card SP,Mistake
Mistake,Star Medal,Mistake
Mistake,Gold Medal,Mistake
Mistake,HP Plus,Mistake
Mistake,Power Plus,Mistake
Mistake,Gold Bar,Mistake
Mistake,Gold Bar x3,Mistake
Mistake,Shroom Shake,Mistake
Mistake,Long-Last Shake,Mistake
Mistake,Volt Shroom,Mistake
Mistake,Super Shroom Shake,Mistake
Mistake,Life Shroom,Mistake
Mistake,Ultra Shroom Shake,Mistake
Mistake,Slimy Shroom,Mistake
Mistake,Ghost Shroom,Mistake
Mistake,Poison Shroom,Mistake
Mistake,Cake Mix,Mistake
Mistake,Big Egg,Mistake
Mistake,Fresh Pasta Bunch,Mistake
Mistake,Power Steak,Mistake
Mistake,Bone-In Cut,Mistake
Mistake,Peachy Peach,Mistake
Mistake,Keel Mango,Mistake
Mistake,Blue Apple,Mistake
Mistake,Orange Apple,Mistake
Mistake,Red Apple,Mistake
Mistake,Pink Apple,Mistake
Mistake,Black Apple,Mistake
Mistake,Primordial Fruit,Mistake
Mistake,Mild Cocoa Bean,Mistake
Mistake,Honey Jar,Mistake
Mistake,Hot Sauce,Mistake
Mistake,Inky Sauce,Mistake
Mistake,Dayzee Tear,Mistake
Mistake,Sap Soup,Mistake
Mistake,Fresh Veggie,Mistake
Mistake,Turtley Leaf,Mistake
Mistake,Smelly Herb,Mistake
Mistake,Golden Leaf,Mistake
Mistake,Whacka Bump,Mistake
Mistake,Horsetail,Mistake
Mistake,Sweet Cookie Snack,Mistake
Mistake,Honey Shroom,Mistake
Mistake,Honey Super,Mistake
Mistake,Shroom Broth,Mistake
Mistake,Honey Candy,Mistake
Mistake,Electro Pop,Mistake
Mistake,Awesome Snack,Mistake
Mistake,Koopa Dumpling,Mistake
Mistake,Town Special,Mistake
Mistake,Sap Muffin,Mistake
Mistake,Lovely Chocolate,Mistake
Mistake,Standard Chocolate,Mistake
Mistake,Sweet Choco-bar,Mistake
Mistake,Shroom Choco-bar,Mistake
Mistake,Golden Choco-bar,Mistake
Mistake,Mushroom Crepe,Mistake
Mistake,Shroom Cake,Mistake
Mistake,Chocolate Cake,Mistake
Mistake,Mousse,Mistake
Mistake,Fruity Cake,Mistake
Mistake,Heartful Cake,Mistake
Mistake,Peach Tart,Mistake
Mistake,Horsetail Tart,Mistake
Mistake,Gingerbread House,Mistake
Mistake,Shroom Pudding,Mistake
Mistake,Mango Pudding,Mistake
Mistake,Love Pudding,Mistake
Mistake,Fruity Punch,Mistake
Mistake,Snow Cone,Mistake
Mistake,Fruit Parfait,Mistake
Mistake,Snow Bunny,Mistake
Mistake,Berry Snow Bunny,Mistake
Mistake,Couple's Cake,Mistake
Mistake,Peach Juice,Mistake
Mistake,Mango Juice,Mistake
Mistake,Sky Juice,Mistake
Mistake,Mixed Shake,Mistake
Mistake,Warm Cocoa,Mistake
Mistake,Herb Tea,Mistake
Mistake,Koopa Tea,Mistake
Mistake,Stamina Juice,Mistake
Mistake,Gradual Syrup,Mistake
Mistake,Dayzee Syrup,Mistake
Mistake,Sap Syrup,Mistake
Mistake,Slimy Extract,Mistake
Mistake,Weird Extract,Mistake
Mistake,Fried Shroom Plate,Mistake
Mistake,Roast Shroom Dish,Mistake
Mistake,Shroom Steak,Mistake
Mistake,Shroom Delicacy,Mistake
Mistake,Fruity Shroom,Mistake
Mistake,Volcano Shroom,Mistake
Mistake,Fried Egg,Mistake
Mistake,Omelette Plate,Mistake
Mistake,Hamburger,Mistake
Mistake,Fruity Hamburger,Mistake
Mistake,Gorgeous Steak,Mistake
Mistake,Hot Dog,Mistake
Mistake,Roast Meat,Mistake
Mistake,Healthy Salad,Mistake
Mistake,Veggie Set,Mistake
Mistake,Spaghetti Plate,Mistake
Mistake,Meat Pasta Dish,Mistake
Mistake,Spicy Pasta Dish,Mistake
Mistake,Ink Pasta Dish,Mistake
Mistake,Koopasta Dish,Mistake
Mistake,Choco Pasta Dish,Mistake
Mistake,Love Noodle Dish,Mistake
Mistake,Roast Horsetail,Mistake
Mistake,Roast Whacka Bump,Mistake
Mistake,Spicy Soup,Mistake
Mistake,Inky Soup,Mistake
Mistake,Spicy Dinner,Mistake
Mistake,Golden Meal,Mistake
Mistake,Block Meal,Mistake
Mistake,Primordial Dinner,Mistake
Mistake,Miracle Dinner,Mistake
Mistake,Koopa Pilaf,Mistake
Mistake,Dyllis Breakfast,Mistake
Mistake,Dyllis Lunch,Mistake
Mistake,Dyllis Dinner,Mistake
Mistake,Dyllis Special,Mistake
Mistake,Dyllis Deluxe,Mistake
Mistake,Meteor Meal,Mistake
Mistake,Megaton Dinner,Mistake
Mistake,Luxurious Set,Mistake
Mistake,Space Food,Mistake
Mistake,Emergency Ration,Mistake
Mistake,Egg Bomb,Mistake
Mistake,Dyllis Dynamite,Mistake
Mistake,Odd Dinner,Mistake
Mistake,Heavy Meal,Mistake
Mistake,Dangerous Delight,Mistake
Mistake,Trial Stew,Mistake
